Iteration; Theta1; Theta2; Alpha; Input 00 Output 0 Frequency; Input 00 Output 1 Frequency; Input 01 Output 0 Frequency; Input 01 Output 1 Frequency; Input 10 Output 0 Frequency; Input 10 Output 1 Frequency; Input 11 Output 0 Frequency; Input 11 Output 1 Frequency; Error
435; -0.6517962709121727; -2.8450416933764746; -0.6517962709121727; 671; 353; 992; 32; 647; 377; 908; 116; 0.5146484375
436; -0.6517962709121727; -2.8450416933764746; 1.5414491515521291; 322; 702; 836; 188; 353; 671; 832; 192; 0.508544921875
437; -0.6517962709121727; -2.8450416933764746; -2.548490733163156; 291; 733; 477; 547; 183; 841; 523; 501; 0.46240234375
438; -0.6517962709121727; -2.8450416933764746; -0.3552453106988538; 622; 402; 562; 462; 434; 590; 467; 557; 0.477294921875
439; -0.6517962709121727; -2.8450416933764746; 1.8380001117654476; 787; 237; 906; 118; 699; 325; 769; 255; 0.511962890625
440; -0.6517962709121727; -2.8450416933764746; -2.2519397729498363; 511; 513; 961; 63; 514; 510; 914; 110; 0.51220703125
441; -0.6517962709121727; -0.6517962709121727; -3.141592653589793; 487; 537; 663; 361; 543; 481; 664; 360; 0.513427734375
442; -0.6517962709121727; -0.6517962709121727; -0.9483472311254912; 257; 767; 388; 636; 190; 834; 366; 658; 0.489013671875
443; -0.6517962709121727; -0.6517962709121727; 1.2448981913388106; 434; 590; 421; 603; 261; 763; 294; 730; 0.48876953125
444; -0.6517962709121727; -0.6517962709121727; -2.8450416933764746; 712; 312; 769; 255; 577; 447; 605; 419; 0.507080078125
445; -0.6517962709121727; -0.6517962709121727; -0.6517962709121727; 670; 354; 810; 214; 664; 360; 746; 278; 0.51416015625
446; -0.6517962709121727; -0.6517962709121727; 1.5414491515521291; 379; 645; 534; 490; 343; 681; 497; 527; 0.500244140625
447; -0.6517962709121727; -0.6517962709121727; -2.548490733163156; 307; 717; 349; 675; 171; 853; 271; 753; 0.48583984375
448; -0.6517962709121727; -0.6517962709121727; -0.3552453106988538; 594; 430; 608; 416; 417; 607; 445; 579; 0.49658203125
449; -0.6517962709121727; -0.6517962709121727; 1.8380001117654476; 791; 233; 823; 201; 692; 332; 724; 300; 0.5
450; -0.6517962709121727; -0.6517962709121727; -2.2519397729498363; 529; 495; 687; 337; 510; 514; 649; 375; 0.504638671875
451; -0.6517962709121727; 1.5414491515521291; -3.141592653589793; 501; 523; 347; 677; 506; 518; 334; 690; 0.50439453125
452; -0.6517962709121727; 1.5414491515521291; -0.9483472311254912; 254; 770; 183; 841; 199; 825; 105; 919; 0.505615234375
453; -0.6517962709121727; 1.5414491515521291; 1.2448981913388106; 405; 619; 422; 602; 245; 779; 295; 729; 0.491943359375
454; -0.6517962709121727; 1.5414491515521291; -2.8450416933764746; 734; 290; 658; 366; 585; 439; 569; 455; 0.4853515625
455; -0.6517962709121727; 1.5414491515521291; -0.6517962709121727; 685; 339; 553; 471; 670; 354; 502; 522; 0.5087890625
456; -0.6517962709121727; 1.5414491515521291; 1.5414491515521291; 341; 683; 211; 813; 328; 696; 181; 843; 0.504150390625
457; -0.6517962709121727; 1.5414491515521291; -2.548490733163156; 318; 706; 254; 770; 185; 839; 115; 909; 0.50146484375
458; -0.6517962709121727; 1.5414491515521291; -0.3552453106988538; 603; 421; 596; 428; 429; 595; 416; 608; 0.50146484375
459; -0.6517962709121727; 1.5414491515521291; 1.8380001117654476; 763; 261; 641; 383; 625; 399; 596; 428; 0.477294921875
460; -0.6517962709121727; 1.5414491515521291; -2.2519397729498363; 503; 521; 335; 689; 511; 513; 343; 681; 0.5
461; -0.6517962709121727; -2.548490733163156; -3.141592653589793; 532; 492; 63; 961; 530; 494; 101; 923; 0.490234375
462; -0.6517962709121727; -2.548490733163156; -0.9483472311254912; 253; 771; 131; 893; 220; 804; 39; 985; 0.514404296875
463; -0.6517962709121727; -2.548490733163156; 1.2448981913388106; 402; 622; 435; 589; 243; 781; 366; 658; 0.47802734375
464; -0.6517962709121727; -2.548490733163156; -2.8450416933764746; 710; 314; 497; 527; 582; 442; 485; 539; 0.4716796875
465; -0.6517962709121727; -2.548490733163156; -0.6517962709121727; 670; 354; 220; 804; 636; 388; 263; 761; 0.481201171875
466; -0.6517962709121727; -2.548490733163156; 1.5414491515521291; 356; 668; 34; 990; 348; 676; 13; 1011; 0.503173828125
467; -0.6517962709121727; -2.548490733163156; -2.548490733163156; 285; 739; 307; 717; 182; 842; 171; 853; 0.508056640625
468; -0.6517962709121727; -2.548490733163156; -0.3552453106988538; 600; 424; 525; 499; 405; 619; 461; 563; 0.468017578125
469; -0.6517962709121727; -2.548490733163156; 1.8380001117654476; 765; 259; 396; 628; 683; 341; 422; 602; 0.4736328125
470; -0.6517962709121727; -2.548490733163156; -2.2519397729498363; 513; 511; 73; 951; 508; 516; 81; 943; 0.496826171875
471; -0.6517962709121727; -0.3552453106988538; -3.141592653589793; 513; 511; 10; 1014; 544; 480; 43; 981; 0.49951171875
472; -0.6517962709121727; -0.3552453106988538; -0.9483472311254912; 276; 748; 248; 776; 200; 824; 199; 825; 0.493408203125
473; -0.6517962709121727; -0.3552453106988538; 1.2448981913388106; 457; 567; 506; 518; 283; 741; 495; 529; 0.460205078125
474; -0.6517962709121727; -0.3552453106988538; -2.8450416933764746; 739; 285; 334; 690; 588; 436; 463; 561; 0.431640625
475; -0.6517962709121727; -0.3552453106988538; -0.6517962709121727; 669; 355; 29; 995; 646; 378; 127; 897; 0.470458984375
476; -0.6517962709121727; -0.3552453106988538; 1.5414491515521291; 352; 672; 109; 915; 339; 685; 53; 971; 0.510498046875
477; -0.6517962709121727; -0.3552453106988538; -2.548490733163156; 275; 749; 415; 609; 179; 845; 372; 652; 0.487060546875
478; -0.6517962709121727; -0.3552453106988538; -0.3552453106988538; 594; 430; 467; 557; 424; 600; 535; 489; 0.44189453125
479; -0.6517962709121727; -0.3552453106988538; 1.8380001117654476; 779; 245; 159; 865; 659; 365; 310; 714; 0.433837890625
480; -0.6517962709121727; -0.3552453106988538; -2.2519397729498363; 540; 484; 12; 1012; 534; 490; 34; 990; 0.4931640625
481; -0.6517962709121727; 1.8380001117654476; -3.141592653589793; 513; 511; 195; 829; 507; 517; 215; 809; 0.49365234375
482; -0.6517962709121727; 1.8380001117654476; -0.9483472311254912; 283; 741; 506; 518; 206; 818; 507; 517; 0.48095703125
483; -0.6517962709121727; 1.8380001117654476; 1.2448981913388106; 421; 603; 571; 453; 256; 768; 665; 359; 0.436767578125
484; -0.6517962709121727; 1.8380001117654476; -2.8450416933764746; 763; 261; 279; 745; 604; 420; 412; 612; 0.4287109375
485; -0.6517962709121727; 1.8380001117654476; -0.6517962709121727; 684; 340; 90; 934; 639; 385; 171; 853; 0.46923828125
486; -0.6517962709121727; 1.8380001117654476; 1.5414491515521291; 332; 692; 350; 674; 344; 680; 308; 716; 0.51318359375
487; -0.6517962709121727; 1.8380001117654476; -2.548490733163156; 312; 712; 603; 421; 176; 848; 634; 390; 0.459228515625
488; -0.6517962709121727; 1.8380001117654476; -0.3552453106988538; 605; 419; 439; 585; 427; 597; 605; 419; 0.416015625
489; -0.6517962709121727; 1.8380001117654476; 1.8380001117654476; 769; 255; 130; 894; 658; 366; 264; 760; 0.440185546875
490; -0.6517962709121727; 1.8380001117654476; -2.2519397729498363; 535; 489; 172; 852; 515; 509; 194; 830; 0.48974609375
491; -0.6517962709121727; -2.2519397729498363; -3.141592653589793; 539; 485; 531; 493; 546; 478; 512; 512; 0.50634765625
492; -0.6517962709121727; -2.2519397729498363; -0.9483472311254912; 266; 758; 763; 261; 198; 826; 821; 203; 0.46923828125
493; -0.6517962709121727; -2.2519397729498363; 1.2448981913388106; 444; 580; 595; 429; 275; 749; 748; 276; 0.42138671875
494; -0.6517962709121727; -2.2519397729498363; -2.8450416933764746; 729; 295; 270; 754; 576; 448; 424; 600; 0.425048828125
495; -0.6517962709121727; -2.2519397729498363; -0.6517962709121727; 650; 374; 355; 669; 643; 381; 358; 666; 0.49755859375
496; -0.6517962709121727; -2.2519397729498363; 1.5414491515521291; 342; 682; 673; 351; 352; 672; 675; 349; 0.501953125
497; -0.6517962709121727; -2.2519397729498363; -2.548490733163156; 305; 719; 740; 284; 178; 846; 845; 179; 0.443359375
498; -0.6517962709121727; -2.2519397729498363; -0.3552453106988538; 604; 420; 415; 609; 423; 601; 580; 444; 0.41552734375
499; -0.6517962709121727; -2.2519397729498363; 1.8380001117654476; 756; 268; 270; 754; 665; 359; 350; 674; 0.458251953125
500; -0.6517962709121727; -2.2519397729498363; -2.2519397729498363; 521; 503; 521; 503; 493; 531; 520; 504; 0.493408203125
501; 1.5414491515521291; -3.141592653589793; -3.141592653589793; 489; 535; 513; 511; 508; 516; 505; 519; 0.506591796875
502; 1.5414491515521291; -3.141592653589793; -0.9483472311254912; 251; 773; 782; 242; 348; 676; 644; 380; 0.557373046875
503; 1.5414491515521291; -3.141592653589793; 1.2448981913388106; 413; 611; 602; 422; 623; 401; 438; 586; 0.59130859375
504; 1.5414491515521291; -3.141592653589793; -2.8450416933764746; 729; 295; 300; 724; 837; 187; 205; 819; 0.549560546875
505; 1.5414491515521291; -3.141592653589793; -0.6517962709121727; 667; 357; 339; 685; 690; 334; 331; 693; 0.507568359375
506; 1.5414491515521291; -3.141592653589793; 1.5414491515521291; 354; 670; 691; 333; 383; 641; 632; 392; 0.521484375
507; 1.5414491515521291; -3.141592653589793; -2.548490733163156; 294; 730; 711; 313; 434; 590; 582; 442; 0.565673828125
508; 1.5414491515521291; -3.141592653589793; -0.3552453106988538; 601; 423; 439; 585; 762; 262; 265; 759; 0.581787109375
509; 1.5414491515521291; -3.141592653589793; 1.8380001117654476; 769; 255; 253; 771; 828; 196; 199; 825; 0.527587890625
510; 1.5414491515521291; -3.141592653589793; -2.2519397729498363; 496; 528; 567; 457; 499; 525; 500; 524; 0.51708984375
511; 1.5414491515521291; -0.9483472311254912; -3.141592653589793; 513; 511; 841; 183; 522; 502; 832; 192; 0.50439453125
512; 1.5414491515521291; -0.9483472311254912; -0.9483472311254912; 261; 763; 902; 122; 326; 698; 757; 267; 0.55126953125
513; 1.5414491515521291; -0.9483472311254912; 1.2448981913388106; 453; 571; 604; 420; 616; 408; 469; 555; 0.57275390625
514; 1.5414491515521291; -0.9483472311254912; -2.8450416933764746; 723; 301; 440; 584; 866; 158; 397; 627; 0.54541015625
515; 1.5414491515521291; -0.9483472311254912; -0.6517962709121727; 698; 326; 683; 341; 669; 355; 697; 327; 0.489501953125
516; 1.5414491515521291; -0.9483472311254912; 1.5414491515521291; 333; 691; 911; 113; 343; 681; 863; 161; 0.51416015625
517; 1.5414491515521291; -0.9483472311254912; -2.548490733163156; 263; 761; 774; 250; 426; 598; 594; 430; 0.583740234375
518; 1.5414491515521291; -0.9483472311254912; -0.3552453106988538; 608; 416; 457; 567; 755; 269; 350; 674; 0.56201171875
519; 1.5414491515521291; -0.9483472311254912; 1.8380001117654476; 805; 219; 501; 523; 817; 207; 499; 525; 0.50341796875
520; 1.5414491515521291; -0.9483472311254912; -2.2519397729498363; 508; 516; 838; 186; 512; 512; 845; 179; 0.499267578125
521; 1.5414491515521291; 1.2448981913388106; -3.141592653589793; 500; 524; 1013; 11; 522; 502; 986; 38; 0.511962890625
522; 1.5414491515521291; 1.2448981913388106; -0.9483472311254912; 230; 794; 858; 166; 351; 673; 726; 298; 0.561767578125
523; 1.5414491515521291; 1.2448981913388106; 1.2448981913388106; 423; 601; 546; 478; 576; 448; 493; 531; 0.55029296875
524; 1.5414491515521291; 1.2448981913388106; -2.8450416933764746; 701; 323; 583; 441; 850; 174; 685; 339; 0.511474609375
525; 1.5414491515521291; 1.2448981913388106; -0.6517962709121727; 679; 345; 929; 95; 695; 329; 960; 64; 0.496337890625
526; 1.5414491515521291; 1.2448981913388106; 1.5414491515521291; 368; 656; 983; 41; 366; 658; 893; 131; 0.521484375
527; 1.5414491515521291; 1.2448981913388106; -2.548490733163156; 297; 727; 665; 359; 460; 564; 587; 437; 0.558837890625
528; 1.5414491515521291; 1.2448981913388106; -0.3552453106988538; 600; 424; 514; 510; 754; 270; 487; 537; 0.544189453125
529; 1.5414491515521291; 1.2448981913388106; 1.8380001117654476; 769; 255; 768; 256; 813; 211; 836; 188; 0.494140625
530; 1.5414491515521291; 1.2448981913388106; -2.2519397729498363; 509; 515; 1014; 10; 530; 494; 983; 41; 0.5126953125
531; 1.5414491515521291; -2.8450416933764746; -3.141592653589793; 502; 522; 953; 71; 475; 549; 929; 95; 0.499267578125
532; 1.5414491515521291; -2.8450416933764746; -0.9483472311254912; 262; 762; 635; 389; 357; 667; 618; 406; 0.52734375
533; 1.5414491515521291; -2.8450416933764746; 1.2448981913388106; 412; 612; 459; 565; 595; 429; 550; 474; 0.5224609375
534; 1.5414491515521291; -2.8450416933764746; -2.8450416933764746; 707; 317; 747; 277; 861; 163; 844; 180; 0.513916015625
535; 1.5414491515521291; -2.8450416933764746; -0.6517962709121727; 697; 327; 992; 32; 691; 333; 1018; 6; 0.4921875
536; 1.5414491515521291; -2.8450416933764746; 1.5414491515521291; 350; 674; 830; 194; 364; 660; 759; 265; 0.520751953125
537; 1.5414491515521291; -2.8450416933764746; -2.548490733163156; 309; 715; 521; 503; 440; 584; 505; 519; 0.535888671875
538; 1.5414491515521291; -2.8450416933764746; -0.3552453106988538; 585; 439; 562; 462; 788; 236; 698; 326; 0.516357421875
539; 1.5414491515521291; -2.8450416933764746; 1.8380001117654476; 746; 278; 885; 139; 817; 207; 986; 38; 0.49267578125
540; 1.5414491515521291; -2.8450416933764746; -2.2519397729498363; 531; 493; 957; 67; 542; 482; 941; 83; 0.506591796875
541; 1.5414491515521291; -0.6517962709121727; -3.141592653589793; 533; 491; 700; 324; 523; 501; 670; 354; 0.5048828125
542; 1.5414491515521291; -0.6517962709121727; -0.9483472311254912; 234; 790; 368; 656; 337; 687; 412; 612; 0.514404296875
543; 1.5414491515521291; -0.6517962709121727; 1.2448981913388106; 411; 613; 453; 571; 623; 401; 609; 415; 0.513671875
544; 1.5414491515521291; -0.6517962709121727; -2.8450416933764746; 727; 297; 757; 267; 862; 162; 898; 126; 0.49853515625
545; 1.5414491515521291; -0.6517962709121727; -0.6517962709121727; 678; 346; 809; 215; 692; 332; 850; 174; 0.493408203125
546; 1.5414491515521291; -0.6517962709121727; 1.5414491515521291; 344; 680; 530; 494; 360; 664; 487; 537; 0.514404296875
547; 1.5414491515521291; -0.6517962709121727; -2.548490733163156; 305; 719; 336; 688; 483; 541; 454; 570; 0.5146484375
548; 1.5414491515521291; -0.6517962709121727; -0.3552453106988538; 607; 417; 604; 420; 774; 250; 760; 264; 0.502685546875
549; 1.5414491515521291; -0.6517962709121727; 1.8380001117654476; 768; 256; 833; 191; 845; 179; 934; 90; 0.494140625
550; 1.5414491515521291; -0.6517962709121727; -2.2519397729498363; 522; 502; 683; 341; 504; 520; 703; 321; 0.49072265625
551; 1.5414491515521291; 1.5414491515521291; -3.141592653589793; 498; 526; 329; 695; 503; 521; 350; 674; 0.49609375
552; 1.5414491515521291; 1.5414491515521291; -0.9483472311254912; 245; 779; 174; 850; 361; 663; 320; 704; 0.49267578125
553; 1.5414491515521291; 1.5414491515521291; 1.2448981913388106; 422; 602; 436; 588; 571; 453; 586; 438; 0.499755859375
554; 1.5414491515521291; 1.5414491515521291; -2.8450416933764746; 716; 308; 702; 322; 838; 186; 771; 253; 0.512939453125
555; 1.5414491515521291; 1.5414491515521291; -0.6517962709121727; 671; 353; 518; 506; 711; 313; 497; 527; 0.514892578125
556; 1.5414491515521291; 1.5414491515521291; 1.5414491515521291; 339; 685; 208; 816; 364; 660; 272; 752; 0.490478515625
557; 1.5414491515521291; 1.5414491515521291; -2.548490733163156; 289; 735; 252; 772; 439; 585; 419; 605; 0.495849609375
558; 1.5414491515521291; 1.5414491515521291; -0.3552453106988538; 564; 460; 590; 434; 735; 289; 741; 283; 0.5048828125
559; 1.5414491515521291; 1.5414491515521291; 1.8380001117654476; 768; 256; 634; 390; 812; 212; 644; 380; 0.50830078125
560; 1.5414491515521291; 1.5414491515521291; -2.2519397729498363; 511; 513; 335; 689; 500; 524; 362; 662; 0.49072265625
561; 1.5414491515521291; -2.548490733163156; -3.141592653589793; 505; 519; 69; 955; 497; 527; 92; 932; 0.492431640625
562; 1.5414491515521291; -2.548490733163156; -0.9483472311254912; 249; 775; 135; 889; 351; 673; 244; 780; 0.498291015625
563; 1.5414491515521291; -2.548490733163156; 1.2448981913388106; 447; 577; 435; 589; 584; 440; 554; 470; 0.50439453125
564; 1.5414491515521291; -2.548490733163156; -2.8450416933764746; 731; 293; 519; 505; 852; 172; 522; 502; 0.52880859375
565; 1.5414491515521291; -2.548490733163156; -0.6517962709121727; 683; 341; 192; 832; 692; 332; 179; 845; 0.50537109375
566; 1.5414491515521291; -2.548490733163156; 1.5414491515521291; 348; 676; 40; 984; 383; 641; 136; 888; 0.485107421875
567; 1.5414491515521291; -2.548490733163156; -2.548490733163156; 290; 734; 307; 717; 453; 571; 418; 606; 0.5126953125
568; 1.5414491515521291; -2.548490733163156; -0.3552453106988538; 593; 431; 544; 480; 773; 251; 590; 434; 0.53271484375
569; 1.5414491515521291; -2.548490733163156; 1.8380001117654476; 776; 248; 377; 647; 827; 197; 335; 689; 0.522705078125
570; 1.5414491515521291; -2.548490733163156; -2.2519397729498363; 508; 516; 79; 945; 531; 493; 82; 942; 0.5048828125
571; 1.5414491515521291; -0.3552453106988538; -3.141592653589793; 492; 532; 12; 1012; 507; 517; 42; 982; 0.496337890625
572; 1.5414491515521291; -0.3552453106988538; -0.9483472311254912; 256; 768; 263; 761; 365; 659; 375; 649; 0.499267578125
573; 1.5414491515521291; -0.3552453106988538; 1.2448981913388106; 440; 584; 526; 498; 579; 445; 517; 507; 0.5361328125
574; 1.5414491515521291; -0.3552453106988538; -2.8450416933764746; 757; 267; 360; 664; 864; 160; 284; 740; 0.544677734375
575; 1.5414491515521291; -0.3552453106988538; -0.6517962709121727; 676; 348; 40; 984; 675; 349; 9; 1015; 0.50732421875
576; 1.5414491515521291; -0.3552453106988538; 1.5414491515521291; 351; 673; 96; 928; 412; 612; 184; 840; 0.493408203125
577; 1.5414491515521291; -0.3552453106988538; -2.548490733163156; 288; 736; 440; 584; 440; 584; 510; 514; 0.52001953125
578; 1.5414491515521291; -0.3552453106988538; -0.3552453106988538; 601; 423; 501; 523; 745; 279; 435; 589; 0.55126953125
579; 1.5414491515521291; -0.3552453106988538; 1.8380001117654476; 755; 269; 180; 844; 818; 206; 92; 932; 0.536865234375
580; 1.5414491515521291; -0.3552453106988538; -2.2519397729498363; 527; 497; 12; 1012; 509; 515; 36; 988; 0.48974609375
581; 1.5414491515521291; 1.8380001117654476; -3.141592653589793; 490; 534; 173; 851; 521; 503; 200; 824; 0.5009765625
582; 1.5414491515521291; 1.8380001117654476; -0.9483472311254912; 250; 774; 515; 509; 372; 652; 501; 523; 0.533203125
583; 1.5414491515521291; 1.8380001117654476; 1.2448981913388106; 407; 617; 570; 454; 623; 401; 442; 582; 0.583984375
584; 1.5414491515521291; 1.8380001117654476; -2.8450416933764746; 727; 297; 259; 765; 849; 175; 130; 894; 0.561279296875
585; 1.5414491515521291; 1.8380001117654476; -0.6517962709121727; 682; 342; 104; 920; 682; 342; 84; 940; 0.5048828125
586; 1.5414491515521291; 1.8380001117654476; 1.5414491515521291; 345; 679; 335; 689; 380; 644; 374; 650; 0.4990234375
587; 1.5414491515521291; 1.8380001117654476; -2.548490733163156; 300; 724; 597; 427; 453; 571; 549; 475; 0.549072265625
588; 1.5414491515521291; 1.8380001117654476; -0.3552453106988538; 587; 437; 472; 552; 755; 269; 302; 722; 0.58251953125
589; 1.5414491515521291; 1.8380001117654476; 1.8380001117654476; 787; 237; 124; 900; 818; 206; 37; 987; 0.52880859375
590; 1.5414491515521291; 1.8380001117654476; -2.2519397729498363; 512; 512; 173; 851; 499; 525; 198; 826; 0.49072265625
591; 1.5414491515521291; -2.2519397729498363; -3.141592653589793; 517; 507; 541; 483; 534; 490; 476; 548; 0.52001953125
592; 1.5414491515521291; -2.2519397729498363; -0.9483472311254912; 235; 789; 758; 266; 346; 678; 671; 353; 0.54833984375
593; 1.5414491515521291; -2.2519397729498363; 1.2448981913388106; 420; 604; 565; 459; 590; 434; 420; 604; 0.576904296875
594; 1.5414491515521291; -2.2519397729498363; -2.8450416933764746; 752; 272; 282; 742; 837; 187; 172; 852; 0.547607421875
595; 1.5414491515521291; -2.2519397729498363; -0.6517962709121727; 683; 341; 358; 666; 679; 345; 324; 700; 0.50732421875
596; 1.5414491515521291; -2.2519397729498363; 1.5414491515521291; 346; 678; 672; 352; 324; 700; 652; 372; 0.49951171875
597; 1.5414491515521291; -2.2519397729498363; -2.548490733163156; 290; 734; 722; 302; 446; 578; 590; 434; 0.5703125
598; 1.5414491515521291; -2.2519397729498363; -0.3552453106988538; 599; 425; 418; 606; 780; 244; 275; 749; 0.5791015625
599; 1.5414491515521291; -2.2519397729498363; 1.8380001117654476; 790; 234; 284; 740; 825; 199; 199; 825; 0.529296875
600; 1.5414491515521291; -2.2519397729498363; -2.2519397729498363; 514; 510; 543; 481; 521; 503; 512; 512; 0.50927734375
601; -2.548490733163156; -3.141592653589793; -3.141592653589793; 519; 505; 510; 514; 478; 546; 498; 526; 0.492919921875
602; -2.548490733163156; -3.141592653589793; -0.9483472311254912; 267; 757; 763; 261; 597; 427; 454; 570; 0.656005859375
603; -2.548490733163156; -3.141592653589793; 1.2448981913388106; 413; 611; 618; 406; 903; 121; 139; 885; 0.736572265625
604; -2.548490733163156; -3.141592653589793; -2.8450416933764746; 755; 269; 262; 762; 953; 71; 62; 962; 0.59716796875
605; -2.548490733163156; -3.141592653589793; -0.6517962709121727; 629; 395; 361; 663; 633; 391; 353; 671; 0.5029296875
606; -2.548490733163156; -3.141592653589793; 1.5414491515521291; 345; 679; 681; 343; 497; 527; 574; 450; 0.563232421875
607; -2.548490733163156; -3.141592653589793; -2.548490733163156; 291; 733; 727; 297; 731; 293; 317; 707; 0.70751953125
608; -2.548490733163156; -3.141592653589793; -0.3552453106988538; 578; 446; 393; 631; 984; 40; 38; 986; 0.685791015625
609; -2.548490733163156; -3.141592653589793; 1.8380001117654476; 769; 255; 259; 765; 817; 207; 211; 813; 0.5234375
610; -2.548490733163156; -3.141592653589793; -2.2519397729498363; 503; 521; 504; 520; 512; 512; 543; 481; 0.49267578125
611; -2.548490733163156; -0.9483472311254912; -3.141592653589793; 527; 497; 823; 201; 520; 504; 699; 325; 0.528564453125
612; -2.548490733163156; -0.9483472311254912; -0.9483472311254912; 244; 780; 911; 113; 576; 448; 404; 620; 0.704833984375
613; -2.548490733163156; -0.9483472311254912; 1.2448981913388106; 408; 616; 569; 455; 899; 125; 169; 855; 0.717529296875
614; -2.548490733163156; -0.9483472311254912; -2.8450416933764746; 748; 276; 414; 610; 948; 76; 356; 668; 0.56298828125
615; -2.548490733163156; -0.9483472311254912; -0.6517962709121727; 681; 343; 679; 345; 652; 372; 645; 379; 0.501220703125
616; -2.548490733163156; -0.9483472311254912; 1.5414491515521291; 364; 660; 928; 96; 485; 539; 613; 411; 0.6064453125
617; -2.548490733163156; -0.9483472311254912; -2.548490733163156; 277; 747; 771; 253; 756; 268; 247; 777; 0.744873046875
618; -2.548490733163156; -0.9483472311254912; -0.3552453106988538; 590; 434; 478; 546; 979; 45; 236; 788; 0.654052734375
619; -2.548490733163156; -0.9483472311254912; 1.8380001117654476; 763; 261; 532; 492; 842; 182; 511; 513; 0.5244140625
620; -2.548490733163156; -0.9483472311254912; -2.2519397729498363; 498; 526; 848; 176; 491; 533; 664; 360; 0.543212890625
621; -2.548490733163156; 1.2448981913388106; -3.141592653589793; 514; 510; 1014; 10; 499; 525; 783; 241; 0.552734375
622; -2.548490733163156; 1.2448981913388106; -0.9483472311254912; 224; 800; 862; 162; 562; 462; 445; 579; 0.684326171875
623; -2.548490733163156; 1.2448981913388106; 1.2448981913388106; 408; 616; 568; 456; 899; 125; 350; 674; 0.673095703125
624; -2.548490733163156; 1.2448981913388106; -2.8450416933764746; 734; 290; 601; 423; 963; 61; 705; 319; 0.530517578125
625; -2.548490733163156; 1.2448981913388106; -0.6517962709121727; 697; 327; 932; 92; 638; 386; 833; 191; 0.509765625
626; -2.548490733163156; 1.2448981913388106; 1.5414491515521291; 332; 692; 991; 33; 477; 547; 630; 394; 0.62353515625
627; -2.548490733163156; 1.2448981913388106; -2.548490733163156; 277; 747; 682; 342; 722; 302; 346; 678; 0.690673828125
628; -2.548490733163156; 1.2448981913388106; -0.3552453106988538; 614; 410; 502; 522; 985; 39; 492; 532; 0.593017578125
629; -2.548490733163156; 1.2448981913388106; 1.8380001117654476; 772; 252; 759; 265; 826; 198; 818; 206; 0.498779296875
630; -2.548490733163156; 1.2448981913388106; -2.2519397729498363; 517; 507; 1019; 5; 524; 500; 753; 271; 0.566650390625
631; -2.548490733163156; -2.8450416933764746; -3.141592653589793; 535; 489; 952; 72; 547; 477; 743; 281; 0.553955078125
632; -2.548490733163156; -2.8450416933764746; -0.9483472311254912; 276; 748; 648; 376; 559; 465; 510; 514; 0.602783203125
633; -2.548490733163156; -2.8450416933764746; 1.2448981913388106; 423; 601; 474; 550; 891; 133; 633; 391; 0.575439453125
634; -2.548490733163156; -2.8450416933764746; -2.8450416933764746; 731; 293; 768; 256; 957; 67; 968; 56; 0.50634765625
635; -2.548490733163156; -2.8450416933764746; -0.6517962709121727; 660; 364; 979; 45; 633; 391; 901; 123; 0.512451171875
636; -2.548490733163156; -2.8450416933764746; 1.5414491515521291; 350; 674; 843; 181; 467; 557; 539; 485; 0.602783203125
637; -2.548490733163156; -2.8450416933764746; -2.548490733163156; 272; 752; 473; 551; 740; 284; 548; 476; 0.595947265625
638; -2.548490733163156; -2.8450416933764746; -0.3552453106988538; 607; 417; 585; 439; 986; 38; 829; 195; 0.532958984375
639; -2.548490733163156; -2.8450416933764746; 1.8380001117654476; 755; 269; 886; 138; 816; 208; 972; 52; 0.493896484375
640; -2.548490733163156; -2.8450416933764746; -2.2519397729498363; 529; 495; 949; 75; 509; 515; 732; 292; 0.548095703125
641; -2.548490733163156; -0.6517962709121727; -3.141592653589793; 511; 513; 667; 357; 506; 518; 614; 410; 0.51171875
642; -2.548490733163156; -0.6517962709121727; -0.9483472311254912; 264; 760; 354; 670; 600; 424; 494; 530; 0.5478515625
643; -2.548490733163156; -0.6517962709121727; 1.2448981913388106; 403; 621; 446; 578; 914; 110; 867; 157; 0.52197265625
644; -2.548490733163156; -0.6517962709121727; -2.8450416933764746; 743; 281; 749; 275; 947; 77; 1014; 10; 0.485107421875
645; -2.548490733163156; -0.6517962709121727; -0.6517962709121727; 676; 348; 840; 184; 648; 376; 760; 264; 0.5126953125
646; -2.548490733163156; -0.6517962709121727; 1.5414491515521291; 363; 661; 535; 489; 474; 550; 503; 521; 0.534912109375
647; -2.548490733163156; -0.6517962709121727; -2.548490733163156; 298; 726; 340; 684; 716; 308; 700; 324; 0.51416015625
648; -2.548490733163156; -0.6517962709121727; -0.3552453106988538; 618; 406; 617; 407; 982; 42; 988; 36; 0.498291015625
649; -2.548490733163156; -0.6517962709121727; 1.8380001117654476; 754; 270; 843; 181; 823; 201; 932; 92; 0.4951171875
650; -2.548490733163156; -0.6517962709121727; -2.2519397729498363; 491; 533; 702; 322; 516; 508; 589; 435; 0.53369140625
651; -2.548490733163156; 1.5414491515521291; -3.141592653589793; 517; 507; 351; 673; 507; 517; 438; 586; 0.476318359375
652; -2.548490733163156; 1.5414491515521291; -0.9483472311254912; 264; 760; 169; 855; 558; 466; 581; 443; 0.47119140625
